Message,Word_Count,Text_Length,Count_A,Count_Exclamation,Avg_Word_Length,Punctuation_Count,Uppercase_Word_Count,Keyword_Presence,and,are,call,can,for,have,in,is,it,me,my,now,of,on,so,that,the,to,you,your,Label
"And how you will do that, princess? :)",8,38,1,0,3.875,4,0,0,0.586686172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67416265,0,0,0.448669207,0,ham
I have gone into get info bt dont know what to do,12,49,2,0,3.166666667,0,1,0,0,0,0,0,0,0.836425555,0,0,0,0,0,0,0,0,0,0,0,0.548080551,0,0,ham
"Yeah, probably here for a while",6,31,3,0,4.333333333,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Sent me ur email id soon,6,24,1,0,3.166666667,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
"URGENT! You have won a 1 week FREE membership in our £100,000 Prize Jackpot! Txt the word: CLAIM to No: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18",26,155,3,2,5,8,7,1,0,0,0,0,0,0.551513013,0.482088295,0,0,0,0,0,0,0,0,0,0.441770565,0.36138728,0.37102867,0,spam
I'm still pretty weak today .. Bad day ?,9,40,4,0,3.555555556,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Hey ! Don't forget ... You are MINE ... For ME ... My possession ... MY property ... MMM ... *childish smile* ...,23,113,1,1,3.956521739,25,4,0,0,0.398384546,0,0,0.360256832,0,0,0,0,0.348913617,0.724526454,0,0,0,0,0,0,0,0.254608473,0,ham
An excellent thought by a misundrstud frnd: I knw u hate me bt the day wen u'll knw the truth u'll hate urself:-( Gn:-),24,119,4,0,4,9,1,0,0,0,0,0,0,0,0,0,0,0.498779892,0,0,0,0,0,0,0.866728689,0,0,0,ham
Hey! Congrats 2u2. id luv 2 but ive had 2 go home!,12,50,2,2,3.25,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Dear where you. Call me,5,23,2,0,3.8,1,0,0,0,0,0.654879612,0,0,0,0,0,0,0.610477922,0,0,0,0,0,0,0,0,0.445476599,0,ham
Xy trying smth now. U eat already? We havent...,9,47,4,0,4.333333333,5,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ham
Urgent! Please call 09061213237 from landline. £5000 cash or a luxury 4* Canary Islands Holiday await collection. T&Cs SAE PO Box 177. M227XY. 150ppm. 16+,25,154,11,1,5.2,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
I donno its in your genes or something,8,38,0,0,3.875,0,1,0,0,0,0,0,0,0,0.669392959,0,0,0,0,0,0,0,0,0,0,0,0,0.742908519,ham
XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC www.Ldew.com1win150ppmx3age16subscription,24,154,4,0,5.458333333,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,spam
Alex says he's not ok with you not being ok with it,12,51,1,0,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0.818006377,0,0,0,0,0,0,0,0,0,0.575209152,0,ham
Are u coming to the funeral home,7,32,1,0,3.714285714,0,0,0,0,0.713094419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.54263364,0.443897603,0,0,ham
My darling sister. How are you doing. When's school resuming. Is there a minimum wait period before you reapply? Do take care,22,125,7,0,4.727272727,5,0,0,0,0.488785388,0,0,0,0,0,0.416176418,0,0,0.444467472,0,0,0,0,0,0,0,0.624767716,0,ham
I.ll hand her my phone to chat wit u,9,36,2,0,3.111111111,1,0,0,0,0,0,0,0,0,0,0,0,0,0.825171343,0,0,0,0,0,0,0.564882514,0,0,ham
Well good morning mr . Hows london treatin' ya treacle?,10,55,3,0,4.6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I can't make it tonight,5,23,2,0,3.8,1,1,0,0,0,0,0.744331795,0,0,0,0,0.667809987,0,0,0,0,0,0,0,0,0,0,0,ham
At WHAT TIME should i come tomorrow,7,35,0,0,4.142857143,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,16,87,5,0,4.4375,8,0,0,0.363525757,0.434995966,0.408688271,0,0,0,0,0,0,0,0,0,0,0,0,0,0.66202578,0.270782749,0,0,ham
"I can. But it will tell quite long, cos i haven't finish my film yet...",15,71,2,0,3.8,6,1,0,0,0,0,0.618897706,0,0,0,0,0.55527128,0,0.55555327,0,0,0,0,0,0,0,0,0,ham
Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.,21,94,5,0,3.428571429,6,0,0,0,0,0,0,0.728059428,0,0,0.685514018,0,0,0,0,0,0,0,0,0,0,0,0,ham
"""Hi missed your Call and my mumHas beendropping red wine all over theplace! what is your adress?""",17,97,7,1,4.764705882,4,0,0,0.327025598,0,0.367653526,0,0,0,0,0.333189299,0,0,0.355839012,0,0,0,0,0,0,0,0,0.72128263,ham
Ill be at yours in about 3 mins but look out for me,13,51,2,0,3,0,0,0,0,0,0,0,0.599622704,0,0.550627393,0,0,0.580742703,0,0,0,0,0,0,0,0,0,0,ham
What you did in  leave.,5,23,2,0,3.6,1,0,0,0,0,0,0,0,0,0.792471818,0,0,0,0,0,0,0,0,0,0,0,0.609908532,0,ham
I'm coming back on Thursday. Yay. Is it gonna be ok to get the money. Cheers. Oh yeah and how are you. Everything alright. Hows school. Or do you call it work now,33,162,9,0,3.939393939,8,0,0,0.250660078,0.299940571,0.281800758,0,0,0,0,0.25538446,0.54521335,0,0,0.293336848,0,0.292110249,0,0,0.228241646,0.18671146,0.383385408,0,ham
"Jolly good! By the way,  will give u tickets for sat eve 7.30. Speak before then x",17,82,3,1,3.823529412,4,0,0,0,0,0,0,0.765142386,0,0,0,0,0,0,0,0,0,0,0,0.64386111,0,0,0,ham
"yeah, that's what I was thinking",6,32,4,0,4.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ham
K.k:)i'm going to tirunelvali this week to see my uncle ..i already spend the amount by taking dress .so only i want money.i will give it on feb 1,29,146,6,0,4.068965517,8,0,0,0,0,0,0,0,0,0,0,0.379157152,0,0.379349704,0,0,0.406283852,0.420401908,0,0.3174517,0.519378226,0,0,ham
Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...,21,121,10,0,4.80952381,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,ham
My sister going to earn more than me da.,9,40,3,0,3.555555556,1,0,0,0,0,0,0,0,0,0,0,0,0.622192075,0.645997455,0,0,0,0,0,0,0.442226538,0,0,ham
Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,28,156,3,1,4.607142857,3,6,0,0,0,0,0,0.547026168,0,0,0,0,0,0,0,0,0.589128374,0,0,0.460318083,0.376559945,0,0,spam
Hahaha..use your brain dear,4,27,5,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ham
Jus finish watching tv... U?,5,28,1,0,4.8,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else",21,97,6,0,3.666666667,3,2,0,0,0,0,0,0,0,0.703880701,0,0,0,0.3853908,0,0,0,0.427096756,0,0.322507078,0.26382463,0,0,ham
"Good morning, my Love ... I go to sleep now and wish you a great day full of feeling better and opportunity ... You are my last thought babe, I LOVE YOU *kiss*",33,159,8,0,3.848484848,10,4,0,0.463477189,0.277299069,0,0,0,0,0,0,0,0,0.504313014,0.271193839,0.260671181,0,0,0,0,0.172617242,0.531667405,0,ham
Kothi print out marandratha.,4,28,4,0,6.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
But we havent got da topic yet rite?,8,36,2,0,3.625,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ok no problem... Yup i'm going to sch at 4 if i rem correctly...,14,64,1,0,3.642857143,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
"Thanks, I'll keep that in mind",6,30,2,0,4.166666667,2,0,0,0,0,0,0,0,0,0.654093716,0,0,0,0,0,0,0,0,0.756413519,0,0,0,0,ham
Aah bless! How's your arm?,5,26,2,1,4.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,ham
"Dear Sir,Salam Alaikkum.Pride and Pleasure meeting you today at the Tea Shop.We are pleased to send you our contact number at Qatar.Rakhesh an Indian.Pls save our Number.Respectful Regards.",28,189,20,0,5.785714286,7,0,0,0.403068307,0.482312695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.36701885,0.300237169,0.616494291,0,ham
"Gal n boy walking in d park. gal-can i hold ur hand? boy-y? do u think i would run away? gal-no, jst wana c how it feels walking in heaven with an prince..GN:-)",33,160,14,0,3.878787879,13,0,0,0,0,0,0.471780407,0,0,0.773471741,0,0.423278529,0,0,0,0,0,0,0,0,0,0,0,ham
What makes you most happy?,5,26,3,0,4.4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
Wishing you a wonderful week.,5,29,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
Sweet heart how are you?,5,24,2,0,4,1,0,0,0,0.842614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538516961,0,ham
"Sir, waiting for your letter.",5,29,1,0,5,2,0,0,0,0,0,0,0.700372371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.713777656,ham
Dude im no longer a pisces. Im an aquarius now.,10,47,4,0,3.8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ham
X course it 2yrs. Just so her messages on messenger lik you r sending me,15,72,1,0,3.866666667,1,1,0,0,0,0,0,0,0,0,0,0.456403674,0.439808174,0,0,0,0.489056956,0.506051314,0,0,0,0.320935848,0,ham
I think steyn surely get one wicket:),7,37,0,0,4.428571429,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols",24,125,4,1,4.208333333,9,0,0,0,0,0,0,0,0.554217693,0.484452509,0,0,0.510948535,0,0,0,0,0,0,0.443937056,0,0,0,ham
"Garbage bags, eggs, jam, bread, hannaford wheat chex",8,52,8,0,5.625,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
No. It's not pride. I'm almost  &lt;#&gt;  years old and shouldn't be takin money from my kid. You're not supposed to have to deal with this stuff. This is grownup stuff--why i don't tell you.,35,192,6,0,4.457142857,17,0,0,0.312259375,0,0,0,0,0.354963905,0,0.318144766,0.339599311,0,0.339771774,0,0,0,0,0,0,0.465190982,0.477601734,0,ham
Sounds better than my evening im just doing my costume. Im not sure what time i finish tomorrow but i will txt you at the end.,26,126,3,0,3.884615385,2,0,0,0,0,0,0,0,0,0,0,0,0,0.8775431,0,0,0,0,0,0.36717776,0,0.308380609,0,ham
My birthday is on feb  &lt;#&gt;  da. .,8,39,2,0,3.75,7,0,0,0,0,0,0,0,0,0,0.538470092,0,0,0.575074489,0,0,0.615905262,0,0,0,0,0,0,ham
So when do you wanna gym?,6,25,2,0,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.844489515,0,0,0,0.535572086,0,ham
You'd like that wouldn't you? Jerk!,6,35,1,1,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.600660591,0,0,0.79950413,0,ham
Are u awake? Is there snow there?,7,33,2,0,3.857142857,2,0,0,0,0.761394172,0,0,0,0,0,0.648289222,0,0,0,0,0,0,0,0,0,0,0,0,ham
And of course you should make a stink!,8,38,2,1,3.875,1,0,0,0.592335077,0,0,0,0,0,0,0,0,0,0,0,0.66628817,0,0,0,0,0,0.452989217,0,ham
"u r subscribed 2 TEXTCOMP 250 wkly comp. 1st wk?s free question follows, subsequent wks charged@150p/msg.2 unsubscribe txt STOP 2 84128,custcare 08712405020",22,156,2,0,6.136363636,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,spam
No go. No openings for that room 'til after thanksgiving without an upcharge.,13,77,5,0,5,3,0,0,0,0,0,0,0.685557056,0,0,0,0,0,0,0,0,0,0,0.728018902,0,0,0,0,ham
When you guys planning on coming over?,7,38,1,0,4.571428571,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.836054011,0,0,0,0,0.548647145,0,ham
Wat ü doing now?,4,16,1,0,3.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,ham
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",24,130,7,3,4.458333333,22,3,0,0.212569525,0,0,0,0,0,0,0,0,0,0.925193995,0,0,0.247720887,0,0,0.19355782,0,0,0,ham
No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.,27,133,8,0,3.962962963,5,0,0,0,0,0,0,0,0.51886521,0,0,0,0,0,0,0,0.531921407,0,0.52449902,0.415619164,0,0,0,ham
Do I? I thought I put it back in the box,11,40,1,0,2.727272727,1,3,0,0,0,0,0,0,0,0.573762121,0,0.627976884,0,0,0,0,0,0,0,0.525777578,0,0,0,ham
I'm home...,2,11,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
No one interested. May be some business plan.,8,45,2,0,4.75,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Yup it's at paragon... I havent decided whether 2 cut yet... Hee...,12,67,4,0,4.666666667,10,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
Good morning princess! Have a great day!,7,40,4,2,4.857142857,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Guai... Ü shd haf seen him when he's naughty... Ü so free today? Can go jogging...,16,82,5,0,4.1875,11,2,1,0,0,0,0.7089509,0,0,0,0,0,0,0,0,0,0,0.70525784,0,0,0,0,0,ham
Aiyo cos i sms ü then ü neva reply so i wait 4 ü to reply lar. I tot ü havent finish ur lab wat.,25,96,6,0,2.88,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.850771657,0,0,0.525535524,0,0,ham
"Living is very simple.. Loving is also simple.. Laughing is too simple.. Winning is tooo simple.. But, Being 'SIMPLE' is very difficult...;-) :-)",23,145,2,0,5.347826087,20,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ham
Tell me something. Thats okay.,5,30,2,0,5.2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,ham
Ok,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Hmm. Shall i bring a bottle of wine to keep us amused? Just joking! I'll still bring a bottle. Red or white? See you tomorrow,25,125,4,1,4.04,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.725335815,0,0,0,0,0.480319564,0.493133928,0,ham
This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...,30,133,6,0,3.4,15,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Hey, iouri gave me your number, I'm wylie, ryan's friend",10,56,2,0,4.7,5,0,0,0,0,0,0,0,0,0,0,0,0.688872945,0,0,0,0,0,0,0,0,0,0.724882105,ham
Yep get with the program. You're slacking.,7,42,2,0,5.142857143,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.765754892,0,0.643132525,0,ham
I'm in inside office..still filling forms.don know when they leave me.,11,70,1,0,5.454545455,5,0,0,0,0,0,0,0,0,0.68804099,0,0,0.725671824,0,0,0,0,0,0,0,0,0,0,ham
"I think your mentor is , but not 100 percent sure.",11,50,0,0,3.636363636,2,1,0,0,0,0,0,0,0,0,0.678598531,0,0,0,0,0,0,0,0,0,0,0,0.734509383,ham
Call 09095350301 and send our girls into erotic ecstacy. Just 60p/min. To stop texts call 08712460324 (nat rate),18,112,6,0,5.277777778,5,0,0,0.3889414,0,0.874522838,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289714331,0,0,spam
Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,17,106,12,1,5.294117647,4,0,0,0,0.660652264,0.620697322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.422224371,0,spam
A £400 XMAS REWARD IS WAITING FOR YOU! Our computer has randomly picked you from our loyal mobile customers to receive a £400 reward. Just call 09066380611,27,155,6,1,4.777777778,2,7,0,0,0,0.445540173,0,0.428834452,0,0,0.40377477,0,0,0,0,0,0,0,0,0,0.295199548,0.606150253,0,spam
Just trying to figure out when I'm suppose to see a couple different people this week. We said we'd get together but I didn't set dates,26,135,3,0,4.230769231,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,ham
IMPORTANT MESSAGE. This is a final contact attempt. You have important messages waiting out our customer claims dept. Expires 13/4/04. Call 08717507382 NOW!,23,156,10,1,5.826086957,7,3,0,0,0,0.477274478,0,0,0.482591793,0,0.432534268,0,0,0,0.496812683,0,0,0,0,0,0,0.324662132,0,spam
Hi mom we might be back later than  &lt;#&gt;,9,45,3,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
dating:i have had two of these. Only started after i sent a text to talk sport radio last week. Any connection do you think or coincidence?,26,139,9,0,4.384615385,4,0,0,0,0,0,0,0,0.591196973,0,0,0,0,0,0,0.585003071,0,0,0,0,0.387390797,0.397725931,0,spam
"Lol, oh you got a friend for the dog ?",10,38,1,0,2.9,2,0,0,0,0,0,0,0.67303953,0,0,0,0,0,0,0,0,0,0,0,0.566357304,0,0.475665003,0,ham
"Ok., is any problem to u frm him? Wats matter?",10,46,3,0,3.7,4,0,0,0,0,0,0,0,0,0,0.807264081,0,0,0,0,0,0,0,0,0,0.590190396,0,0,ham
"K I'll head out in a few mins, see you there",11,44,2,0,3.090909091,2,1,0,0,0,0,0,0,0,0.792471818,0,0,0,0,0,0,0,0,0,0,0,0.609908532,0,ham
Do u konw waht is rael FRIENDSHIP Im gving yuo an exmpel: Jsut ese tihs msg.. Evrey splleing of tihs msg is wrnog.. Bt sitll yuo can raed it wihtuot ayn mitsake.. GOODNIGHT &amp; HAVE A NICE SLEEP..SWEET DREAMS..,39,212,8,0,4.461538462,13,7,0,0,0,0,0.396172203,0,0.371524734,0,0.665975598,0.355443306,0,0,0,0.367632312,0,0,0,0,0,0,0,ham
I cant pick the phone right now. Pls send a message,11,51,3,0,3.727272727,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.789233858,0,0,0,0,0.61409276,0,0,0,ham
I don't want you to leave. But i'm barely doing what i can to stay sane. fighting with you constantly isn't helping.,22,116,8,0,4.318181818,6,1,0,0,0,0,0.493712159,0,0,0,0,0,0,0,0,0,0,0,0,0,0.606770765,0.6229587,0,ham
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,15,90,4,0,5.066666667,3,1,0,0,0,0,0,0,0,0,0.654667031,0,0,0,0,0,0,0,0,0.5850876,0.478626764,0,0,spam
"Free entry to the gr8prizes wkly comp 4 a chance to win the latest Nokia 8800, PSP or £250 cash every wk.TXT GREAT to 80878 http//www.gr8prizes.com 08715705022",27,159,5,0,4.925925926,6,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.631737407,0.775182462,0,0,spam
Somebody set up a website where you can play hold em using eve online spacebucks,15,80,4,0,4.4,0,0,0,0,0,0,0.845750877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533577973,0,ham
Its sunny in california. The weather's just cool,8,48,3,0,5.125,2,0,0,0,0,0,0,0,0,0.737263601,0,0,0,0,0,0,0,0,0,0.675605197,0,0,0,ham
You have 1 new message. Call 0207-083-6089,7,42,3,0,5.142857143,3,0,0,0,0,0.634344216,0,0,0.641411444,0,0,0,0,0,0,0,0,0,0,0,0,0.431507561,0,spam
"I can make it up there, squeezed  &lt;#&gt;  bucks out of my dad",13,64,3,0,3.846153846,6,1,0,0,0,0,0.536685608,0,0,0,0,0.481511083,0,0.481755614,0,0.498023257,0,0,0,0,0,0,0,ham
Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.,15,88,6,0,4.933333333,3,0,0,0,0,0,0,0.525626604,0,0,0,0,0.509076479,0,0,0,0,0,0,0.442310523,0.361828988,0.371482162,0,ham
How are you babes. Hope your doing ok. I had a shit nights sleep. I fell asleep at 5.Im knackered and im dreading work tonight. What are thou upto tonight. X,31,159,11,0,4.161290323,6,3,0,0.342424999,0.819493477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261870076,0.377623655,ham
How do friends help us in problems? They give the most stupid suggestion that Lands us into another problem and helps us forgt the previous problem,26,147,4,0,4.692307692,1,0,0,0.388534854,0,0,0,0,0,0.386073074,0,0,0,0,0,0,0,0,0.44646644,0.707570468,0,0,0,ham
I'm at work. Please call,5,24,3,0,4,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I will be gentle baby! Soon you will be taking all  &lt;#&gt;  inches deep inside your tight pussy...,18,101,3,1,4.555555556,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.569854584,0.821745553,ham
NOT MUCH NO FIGHTS. IT WAS A GOOD NITE!!,9,40,0,2,3.555555556,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,ham
Ok.ok ok..then..whats ur todays plan,5,36,3,0,6.4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Nt joking seriously i told,5,26,0,0,4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Watching ajith film ah?,4,23,3,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Ooooooh I forgot to tell u I can get on yoville on my phone,14,59,1,0,3.285714286,0,2,0,0,0,0,0.412378468,0,0,0,0,0,0,0.370171361,0,0,0.792907679,0,0,0,0.253405951,0,0,ham
"All done, all handed in. Don't know if mega shop in asda counts as celebration but thats what i'm doing!",20,104,9,1,4.25,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
I dont know exactly could you ask chechi.,8,41,2,0,4.25,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
Dunno lei shd b driving lor cos i go sch 1 hr oni.,13,50,0,0,2.923076923,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
As in i want custom officer discount oh.,8,40,1,0,4.125,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
That's necessarily respectful,3,29,2,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,ham
Hi. Hope you had a good day. Have a better night.,11,49,5,0,3.545454545,3,0,0,0,0,0,0,0,0.829714568,0,0,0,0,0,0,0,0,0,0,0,0,0.558187904,0,ham
And he's apparently bffs with carly quick now,8,45,3,0,4.75,1,0,0,0.64963796,0,0,0,0,0,0,0,0,0,0,0.760243724,0,0,0,0,0,0,0,0,ham
HARD BUT TRUE: How much you show &amp;  express your love to someone....that much it will hurt when they leave you or you get seperated...!鈥┾??〨ud evening...,26,157,4,1,5.038461538,16,3,0,0,0,0,0,0,0,0,0,0.352149338,0,0,0,0,0,0,0.372078347,0,0.241191149,0.742877541,0.357083095,ham
Babes I think I got ur brolly I left it in English wil bring it in 2mrw 4 u luv Franxx,21,86,2,0,3.142857143,0,3,0,0,0,0,0,0,0,0.674520599,0,0.738256027,0,0,0,0,0,0,0,0,0,0,0,ham
Hi babe its me thanks for coming even though it didnt go that well!i just wanted my bed! Hope to see you soon love and kisses xxx,27,129,5,2,3.814814815,2,0,0,0.351448676,0,0,0,0.380295947,0,0,0,0.38221984,0.368321772,0.382413947,0,0,0,0,0.403850614,0,0.261786783,0.268770948,0,ham
So gd got free ice cream... I oso wan...,9,40,2,0,3.555555556,6,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
Pls give her prometazine syrup. 5mls then  &lt;#&gt; mins later feed.,11,69,2,0,5.272727273,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
So how many days since then?,6,28,2,0,3.833333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,ham
Dear are you angry i was busy dear,8,34,5,0,3.375,0,0,0,0,0.842614671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.538516961,0,ham
Yup he msg me: is tat yijue? Then i tot it's my group mate cos we meeting today mah... I'm askin if ü leaving earlier or wat mah cos mayb ü haf to walk v far...,36,160,13,0,3.472222222,10,0,0,0,0,0,0,0,0,0,0.453023726,0.483574026,0.465990573,0.483819605,0,0,0,0,0,0,0.331205436,0,0,ham
... Are you in the pub?,6,23,0,0,3,4,0,0,0,0.611180601,0,0,0,0,0.50752688,0,0,0,0,0,0,0,0,0,0.465081685,0,0.390606918,0,ham
There is a first time for everything :),8,39,1,0,4,2,0,0,0,0,0,0,0.728059428,0,0,0.685514018,0,0,0,0,0,0,0,0,0,0,0,0,ham
"Daddy, shu shu is looking 4 u... U wan me 2 tell him u're not in singapore or wat?",19,82,4,0,3.368421053,6,1,0,0,0,0,0,0,0,0.562214202,0.576463185,0,0.592963226,0,0,0,0,0,0,0,0,0,0,ham
I ask if u meeting da ge tmr nite...,9,36,2,0,3.111111111,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
Gr8. So how do you handle the victoria island traffic. Plus when's the album due,15,80,5,0,4.4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.521073805,0,0.786941077,0,0.330463055,0,ham
Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx,17,81,4,0,3.823529412,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
East coast,2,10,2,0,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ham
You should get more chicken broth if you want ramen unless there's some I don't know about,17,90,3,0,4.352941176,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,ham
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,23,112,4,3,3.913043478,3,1,0,0,0,0,0,0,0,0.371595004,0,0,0,0.406913546,0,0.420653966,0.43580475,0,0,0,0.278558324,0.285989935,0.412405136,ham
